id1,id2,entity1,entity2,word_path1,word_path2,dep_path1,dep_path2,pos_path1,pos_path2,original_sentence,ent1type,ent2type,relation,id_entities_pair
20063,20064,Nantes,Bernard Toublanc-Michel,,,,,,,"Il retrouve ses condisciples des Beaux-Arts de Nantes, entrés à l'IDHEC ou aux Beaux-Arts de Paris, ainsi qu'un nouveau venu, sorti de l'école d'architecture de Nantes, Bernard Toublanc-Michel.",commune,personne,,25313
20063,20061,Nantes,IDHEC,Nantes/Beaux-Arts/retrouve,IDHEC/entrés/retrouve,nmod/nmod/ROOT,nmod/acl/ROOT,PROPN/PROPN/VERB,PROPN/VERB/VERB,"Il retrouve ses condisciples des Beaux-Arts de Nantes, entrés à l'IDHEC ou aux Beaux-Arts de Paris, ainsi qu'un nouveau venu, sorti de l'école d'architecture de Nantes, Bernard Toublanc-Michel.",commune,organisation,,25318
20086,20084,Rainier III de Monaco,Monaco,Monaco/Mariage,Monaco/Rainier/Grace/de/mariage/commande/Mariage,nmod/appos,nmod/conj/name/appos/nmod/conj/appos,PROPN/PROPN,PROPN/PROPN/PROPN/PROPN/NOUN/NOUN/PROPN,"Il est ensuite engagé par Jean Masson pour un film d'actualité, ""Le Mariage de Monaco"", une commande de la principauté, sur le mariage de Grace Kelly et de Rainier III de Monaco.",commune,pays,http://www.wikidata.org/prop/direct/P27,25346
20139,20137,La Baie des Anges,Jacques Demy,Anges/Baie/titre/grâce/réalisé/mis/film/film/possibilité/entrevoit,Demy/Jacques/entrevoit,nmod/appos/nmod/dobj/conj/acl:relcl/conj/nmod/dobj/acl,name/nsubj/acl,PROPN/NOUN/NOUN/NOUN/VERB/VERB/NOUN/NOUN/NOUN/VERB,PROPN/PROPN/VERB,"Au cours d'un passage à Cannes lors du festival, Jacques Demy entrevoit la possibilité d'un film sur le jeu, film qui va être rapidement mis en route et réalisé grâce à l'appui de Jeanne Moreau, sous le titre ""La Baie des Anges"".",lieu,personne,http://www.wikidata.org/prop/direct/P58,25424
20169,20167,Les Parapluies de Cherbourg,États-Unis,,,,,,,"Après ""Les Demoiselles de Rochefort"", Jacques Demy part aux États-Unis, où il est déjà allé deux fois: en 1965, alors que ""Les Parapluies de Cherbourg"" avait été sélectionné pour les Oscars; il a alors fait la connaissance d'un cadre de Columbia, Jerry Ayres; en 1966, lors de l'engagement de Gene Kelly.",commune,pays,,25480
20169,20166,Les Parapluies de Cherbourg,Jacques Demy,Cherbourg/Parapluies/sélectionné/allé/part,Demy/Jacques/part,nmod/nsubjpass/advcl/parataxis/ROOT,name/nsubj/ROOT,PROPN/PROPN/VERB/VERB/VERB,PROPN/PROPN/VERB,"Après ""Les Demoiselles de Rochefort"", Jacques Demy part aux États-Unis, où il est déjà allé deux fois: en 1965, alors que ""Les Parapluies de Cherbourg"" avait été sélectionné pour les Oscars; il a alors fait la connaissance d'un cadre de Columbia, Jerry Ayres; en 1966, lors de l'engagement de Gene Kelly.",commune,personne,http://www.wikidata.org/prop/direct/P161,25487
20196,20198,France,Mag Bodard,France/rentrer,Bodard/Mag/annoncé/Peau/projet/rentrer,nmod/xcomp,appos/nsubj/conj/nmod/nmod/xcomp,PROPN/VERB,PROPN/NOUN/VERB/NOUN/NOUN/VERB,"Mais il préfère rentrer en France pour son projet personnel de ""Peau d'âne"", Mag Bodard lui ayant annoncé que le budget en était prêt.",lieu,personne,http://www.wikidata.org/prop/direct/P27,25511
20238,20239,Japon,Lady Oscar,Japon,Oscar/Lady/réaliser/possibilité/obtenir/Japon,ROOT,name/nmod/acl/dobj/ccomp/ROOT,PROPN,PROPN/PROPN/VERB/NOUN/VERB/PROPN,"En fin de compte, c'est du Japon qu'il va obtenir la possibilité de réaliser un nouveau film avec ""Lady Oscar"".",pays,personne,http://www.wikidata.org/prop/direct/P495,25562
20244,20245,Asie,Japon,Asie/Japon,Japon,conj/nmod,nmod,PROPN/PROPN,PROPN,"Dans la filmographie de Jacques Demy, la présence de ce film japonais, qui n'a pour ainsi dire pas été exploité en France , mais qui a été un succès au Japon et en Asie, repose sur le souvenir que le Japon a gardé des ""Parapluies de Cherbourg"".",lieu,pays,http://www.wikidata.org/prop/direct/P30,25564
20330,20332,Paris,Vendée,Paris/demeure,Vendée/propriété/demeure,nmod/dobj,nmod/conj/dobj,PROPN/NOUN,PROPN/NOUN/NOUN,Ils possédaient une demeure à Paris et une propriété  sur l'île de Noirmoutier en Vendée.,commune,departement,,25694
20364,20362,Les Parapluies de Cherbourg,États-Unis,,,,,,,"Il est probablement le seul réalisateur en dehors des États-Unis à avoir obtenu un succès international dans le domaine du film musical avec ""Les Parapluies de Cherbourg""  et de la comédie musicale avec ""Les Demoiselles de Rochefort"".",commune,pays,,25726
20554,20556,Isère,Auvergne-Rhône-Alpes,,,,,,,Leyrieu est une commune française située dans le département de l'Isère en région Auvergne-Rhône-Alpes.,departement,region,http://www.wikidata.org/prop/direct/P150,25972
20589,20591,Rome,Sylla,Rome/retour/tribun/oppose,Sylla/faction/oppose,nmod/nmod/nmod/ROOT,nmod/nsubj/ROOT,PROPN/NOUN/NOUN/VERB,PROPN/NOUN/VERB,"Alors qu'à son retour à Rome il aurait dû être élu tribun de la plèbe, la faction de Sylla s'y oppose.",lieu,personne,http://www.wikidata.org/prop/direct/P19,25998
20685,20682,bassin versant de la Meuse,Belgique,Meuse/versant/bassin/partie/faisant/affluent/rivière,Belgique/rivière,nmod/acl/nmod/dobj/acl/acl/ROOT,nmod/ROOT,PROPN/VERB/NOUN/NOUN/VERB/VERB/NOUN,PROPN/NOUN,"Le Glain, est une petite rivière de Belgique, affluent en rive gauche de l'Amblève faisant partie du bassin versant de la Meuse.",departement,pays,http://www.wikidata.org/prop/direct/P17,26102
20727,20728,Shandong,Chine,Shandong/province/ville,Chine/ville,nmod/nmod/ROOT,nmod/ROOT,PROPN/NOUN/NOUN,PROPN/NOUN,Qufu  est une ville de la province du Shandong en Chine.,lieu,pays,http://www.wikidata.org/prop/direct/P150,26159
20786,20784,Rome,Adoration des Mages,Rome/catacombe/témoigne/populaire,Mages/Adoration/thème/populaire,nmod/nmod/conj/conj,nmod/nmod/nsubj/conj,PROPN/NOUN/VERB/ADJ,PROPN/PROPN/NOUN/ADJ,"Ce sont des personnages traditionnels des récits de la Nativité et le thème de l'Adoration des Mages devient rapidement populaire, ainsi qu'en témoigne une représentation dans la catacombe de Priscille à Rome, pour ensuite se développer très largement dans l'art chrétien.",lieu,organisation,,26240
20794,20795,6 janvier,Épiphanie,janvier/date/célébrés,Épiphanie/jour/célébrés,nmod/nmod/ROOT,nmod/nmod/ROOT,NOUN/NOUN/ADJ,PROPN/NOUN/ADJ,"Les Rois mages sont célébrés à la date du 6 janvier, jour de l'Épiphanie.",date,lieu,http://www.wikidata.org/prop/direct/P837,26253
20956,20954,Rome,Adoration des Mages,Rome/catacombe/témoigne/populaire,Mages/Adoration/thème/populaire,nmod/nmod/conj/conj,nmod/nmod/nsubj/conj,PROPN/NOUN/VERB/ADJ,PROPN/PROPN/NOUN/ADJ,"Les Rois mages sont des personnages traditionnels des récits de la Nativité et le thème de l'Adoration des Mages devient rapidement populaire dès les premiers développement des communautés chrétiennes, ainsi qu'en témoigne une représentation dans la catacombe de Priscille à Rome, pour ensuite se développer très largement dans l'art chrétien.",lieu,organisation,,26489
21009,21011,Cologne,Jacques de Voragine,Cologne/aboutir/évêque/transférées/transportées/retrouvé/résume,Voragine/Jacques/Légende/résume,nmod/advcl/nmod/acl:relcl/conj/parataxis/ROOT,nmod/nmod/nsubj/ROOT,PROPN/VERB/NOUN/VERB/VERB/VERB/VERB,NOUN/PROPN/PROPN/VERB,"La Légende dorée de Jacques de Voragine résume les croyances du temps: Sainte Hélène, mère de l'empereur Constantin , avait retrouvé ces reliques vers 330 et les avait transportées à Constantinople, d'où elles avaient été transférées à Milan par l'évêque Eustorge, avant d'aboutir à Cologne, sur ordre d'un empereur germanique que Jacques de Voragine appelle Henri.",commune,personne,,26574
21032,21033,6 janvier,Épiphanie,janvier/date/célébrée,Épiphanie/jour/célébrée,nmod/nmod/ROOT,nmod/nmod/ROOT,NOUN/NOUN/VERB,PROPN/NOUN/VERB,"La visite des mages est célébrée à la date du 6 janvier, jour de l'Épiphanie, symboliquement 12 jours après la Nativité.",date,lieu,http://www.wikidata.org/prop/direct/P837,26627
21292,21294,Boulogne-Billancourt,Thierry Lhermitte,,,,,,,"Né à Boulogne-Billancourt dans les Hauts-de-Seine, Thierry Lhermitte est l'arrière-petit-fils du peintre Léon Lhermitte, le petit-fils du neurologue et psychiatre Jean Lhermitte, et le neveu du neurologue François Lhermitte.",commune,personne,http://www.wikidata.org/prop/direct/P19,26959
21303,21304,Neuilly-sur-Seine,Michel Blanc,,,,,,,"Élève au lycée Pasteur de Neuilly-sur-Seine, il y rencontre Michel Blanc, Christian Clavier et Gérard Jugnot, ses futurs partenaires et complices comiques de scène.",commune,personne,,26969
21400,21401,France,Louis Becker,France,Becker/Louis/France,appos,name/conj/appos,PROPN,PROPN/PROPN/PROPN,"Thierry Lhermitte crée une société de multimédia, France Cinéma Multimedia et, avec Louis Becker, les sociétés de production de cinéma ICE et ICE3 "">Nuit d'ivresse"", ""Un Indien dans la ville"").",lieu,personne,http://www.wikidata.org/prop/direct/P27,27145
21403,21401,ICE3,Louis Becker,,,,,,,"Thierry Lhermitte crée une société de multimédia, France Cinéma Multimedia et, avec Louis Becker, les sociétés de production de cinéma ICE et ICE3 "">Nuit d'ivresse"", ""Un Indien dans la ville"").",organisation,personne,http://www.wikidata.org/prop/direct/P112,27149
21446,21447,Cap Canaveral,Centre spatial Kennedy,Canaveral/Cap/lancement/base/proximité,Kennedy/Centre/désigne/explique/servit/homonyme/cap/située/proximité,name/nmod/nmod/nmod/ROOT,appos/dobj/ccomp/parataxis/conj/appos/nmod/acl/ROOT,PROPN/PROPN/NOUN/NOUN/NOUN,PROPN/NOUN/VERB/VERB/VERB/NOUN/NOUN/VERB/NOUN,"Cependant, la proximité de la base de lancement de Cap Canaveral , située justement au cap homonyme et qui servit aux premières missions spatiales américaines explique pourquoi l'expression « Cap Canaveral » désigne aussi pour la plupart des gens le Centre spatial Kennedy, alors qu'il s'agit en réalité de deux structures différentes séparées par la lagune de Banana River.",lieu,organisation,,27203
21469,21466,île Meritt,NASA,Meritt/île/consacrée/base/met,NASA/met,appos/nmod/acl/nmod/ROOT,nsubj/ROOT,PROPN/NOUN/VERB/NOUN/VERB,PROPN/VERB,La NASA met en construction en 1963 une nouvelle base de lancement entièrement consacrée au lancement des Saturn V sur l'île Meritt en Floride.,lieu,organisation,,27237
21498,21500,1972,NASA,,,,,,,Finalement en 1972 le programme de la navette spatiale américaine est lancée et la NASA décide d'adapter les installations de la base pour son lancement.,date,organisation,,27276
21503,21504,2011,NASA,,,,,,,Le dernier vol a lieu en 2011 car la NASA a décidé de retirer du service cet engin spatial pas assez fiable et dont le coût de lancement s'est révélé finalement prohibitif.,date,organisation,,27278
21598,21597,attentats du 11 septembre 2001,Manhattan,,,,,,,"La première montre des photos des gratte-ciel du sud de Manhattan et notamment des tours jumelles du, mais après les attentats du 11 septembre 2001, l'équipe de la série a changé les photos pour celles de l'.",date,lieu,http://www.wikidata.org/prop/direct/P276,27377
21649,21652,Genesis,Phil Collins,Genesis/groupe/parolier/chanteur/connu,Collins/Phil/batteur/laissant/eu/connu,appos/nmod/conj/nmod/ROOT,name/appos/nmod/advcl/conj/ROOT,PROPN/NOUN/VERB/NOUN/VERB,PROPN/PROPN/NOUN/VERB/VERB/VERB,"Il a d'abord connu la célébrité en tant que chanteur et principal parolier du groupe rock progressif Genesis, mais il a eu ensuite une longue et prolifique carrière solo couronnée de succès après son départ du groupe en 1975, laissant la place de chanteur au batteur Phil Collins.",lieu,personne,http://www.wikidata.org/prop/direct/P463,27441
21704,21706,Real World,Royaume-Uni,,,,,,,Il a créé les studios puis le label Real World à Bath au Royaume-Uni pour faciliter la création de ce genre de musique par différents artistes et a contribué à faire connaître des gens comme Nusrat Fateh Ali Khan ou Youssou N'Dour.,organisation,pays,,27518
21711,21712,Amnesty International,Steve Biko,International/Amnesty/profit/tournée/participer/allant/problèmes/concerné,Biko/chanson/créant/concerné,name/nmod/nmod/nmod/acl/acl/nmod/ROOT,appos/dobj/conj/ROOT,PROPN/PROPN/NOUN/NOUN/VERB/VERB/NOUN/VERB,PROPN/NOUN/VERB/VERB,"Il est concerné de longue date par les problèmes des droits de l'homme, allant jusqu'à participer pendant plus d'un an à une tournée mondiale au profit d'Amnesty International et créant sa chanson ""Biko"", en hommage à Steve Biko, presque toujours jouée lors de ses concerts depuis.",ong,personne,,27522
21834,21832,Conseil de l'Europe,Prix Nord-Sud,,,,,,,"En 1995, il est l'un des deux lauréats de la première édition du Prix Nord-Sud  décerné par le Centre Nord-Sud du Conseil de l'Europe.",institution,lieu,,27719
21842,21843,Cologne,Allemagne,Cologne/né,Allemagne/né,nmod/acl,nmod/acl,PROPN/VERB,PROPN/VERB,"Michael Schumacher , né le à Hürth-Hermülheim, près de Cologne en Allemagne, est un pilote automobile allemand, surnommé « Schumi » par ses fans ou parfois par les journalistes.",commune,pays,,27728
22024,22025,1993,Portugal,,,,,,,"Confirmation en 1993, avec une deuxième victoire en Grand Prix, au Portugal, et la quatrième place au championnat.",date,pays,,27975
22134,22136,États-Unis,Michelin,,,,,,,"L'année 2005 se révèle être une année bien difficile pour Schumacher et la Scuderia Ferrari: au volant d'une voiture décevante, équipée qui plus est de pneus Bridgestone bien peu performants, il ne remporte qu'un seul Grand Prix, celui des États-Unis à Indianapolis, déserté par les pilotes équipés de pneus Michelin .",pays,societe,,28089
22134,22132,États-Unis,Scuderia Ferrari,,,,,,,"L'année 2005 se révèle être une année bien difficile pour Schumacher et la Scuderia Ferrari: au volant d'une voiture décevante, équipée qui plus est de pneus Bridgestone bien peu performants, il ne remporte qu'un seul Grand Prix, celui des États-Unis à Indianapolis, déserté par les pilotes équipés de pneus Michelin .",pays,societe,,28091
22135,22132,Indianapolis,Scuderia Ferrari,Indianapolis/celui/Prix/remporte/révèle,Ferrari/Scuderia/difficile/année/être/révèle,nmod/appos/dobj/parataxis/ROOT,name/conj/amod/dobj/xcomp/ROOT,PROPN/PRON/NOUN/VERB/VERB,PROPN/PROPN/ADJ/NOUN/VERB/VERB,"L'année 2005 se révèle être une année bien difficile pour Schumacher et la Scuderia Ferrari: au volant d'une voiture décevante, équipée qui plus est de pneus Bridgestone bien peu performants, il ne remporte qu'un seul Grand Prix, celui des États-Unis à Indianapolis, déserté par les pilotes équipés de pneus Michelin .",lieu,societe,,28095
22228,22229,Malaisie,Nico Rosberg,Malaisie/neuvième,Rosberg/Nico/neuvième,nmod/conj,name/conj/conj,PROPN/NUM,PROPN/PROPN/NUM,"Schumacher abandonne lors du grand prix inaugural en Australie à cause d'un problème de suspension mais termine neuvième en Malaisie et devançant pour la première fois Nico Rosberg au championnat, qui reprend l'avantage en Chine où Schumacher se classe huitième.",pays,personne,,28217
22297,22298,Savoie,Michael Schumacher,Savoie/Méribel,Schumacher/Michael/Méribel,conj/nsubj,name/conj/nsubj,PROPN/PROPN,PROPN/PROPN/PROPN,"Le dimanche vers 11 heures, à Méribel, en Savoie, Michael Schumacher est victime d'un grave accident de ski.",departement,personne,,28285
22304,22305,CHU de Grenoble,Michael Schumacher,Grenoble/CHU/annonce,Schumacher/Michael/souffre/annonce,nmod/nsubj/ROOT,name/nsubj/ccomp/ROOT,PROPN/X/VERB,PROPN/PROPN/VERB/VERB,"En fin de soirée, le CHU de Grenoble annonce que Michael Schumacher souffre d'un puis, une heure plus tard, qu'il est atteint d'une hémorragie cérébrale et que son pronostic vital est engagé.",commune,personne,,28293
22719,22720,Jamal al-Din al-Afghani,Mohammed Abduh,,,,,,,"Charles Saint-Prot présente Mohammed ben Abdelwahhab comme le précurseur du réformisme salafiste qui se développera avec Jamal al-Din al-Afghani, Mohammed Abduh, Mohammed Rachid Rida et Abd al-Rahman al-Kawakibi à la fin du et au début du.",lieu,personne,http://www.wikidata.org/prop/direct/P1066,28791
22853,22852,Arabie saoudite,Mohammed Ibn Saoud,saoudite/Arabie/fonder/commencé,Saoud/Fayçal/ben/Abderrahmane/Abdelaziz/commencé,amod/dobj/acl/ROOT,name/appos/appos/name/nsubj/ROOT,ADJ/PROPN/VERB/VERB,PROPN/PROPN/X/PROPN/PROPN/VERB,"En 1901, Abdelaziz ben Abderrahmane ben Fayçal Al Saoud, cinquième génération de descendant de Mohammed Ibn Saoud, a commencé une campagne militaire pour fonder l'actuelle Arabie saoudite.",pays,personne,,28992
23056,23057,crise pétrolière de 1973,Arabie saoudite,,,,,,,"Suite à la crise pétrolière de 1973 l'Arabie saoudite bénéficia d'une importante manne pétrolière , laquelle permit de financer le prosélytisme wahhabite: Des dizaines de milliards de dollars de cet argent ont été dépensés dans des livres, des médias, des écoles, des bourses pour les étudiants , des bourses et des subventions pour récompenser des journalistes, des universitaires et des érudits islamiques, la construction de centaines de centres islamiques et des universités, et plus d'un millier d'écoles et un millier de mosquées.",date,pays,,29364
23080,23081,1992,Afghanistan,,,,,,,"Entre 1982 et 1992, on estime que musulmans se sont rendus en Afghanistan pour combattre les Soviétiques et leur régime afghan.",date,pays,,29397
23079,23081,1982,Afghanistan,,,,,,,"Entre 1982 et 1992, on estime que musulmans se sont rendus en Afghanistan pour combattre les Soviétiques et leur régime afghan.",date,pays,,29400
23087,23084,1982,Arabie saoudite,,,,,,,L'Arabie saoudite et les autres monarchies conservatrices du Golfe ont également fourni un soutien financier considérable au djihad - 600 millions de dollars sur un an en 1982.,date,pays,,29407
23153,23154,2001,États-Unis,,,,,,,"Les attaques terroristes du 11 septembre 2001 sur les États-Unis  qui causent la mort près de et causent au moins de dollars de dégâts matériels et des dommages aux infrastructures sont présumées être « une expression du wahhabisme » pour un grand nombre d'observateurs , au point que l'organisation Al-Qaïda d'Oussama ben Laden et la plupart des pirates de l'air du étaient des ressortissants saoudiens.",date,pays,,29501
23152,23154,11 septembre,États-Unis,,,,,,,"Les attaques terroristes du 11 septembre 2001 sur les États-Unis  qui causent la mort près de et causent au moins de dollars de dégâts matériels et des dommages aux infrastructures sont présumées être « une expression du wahhabisme » pour un grand nombre d'observateurs , au point que l'organisation Al-Qaïda d'Oussama ben Laden et la plupart des pirates de l'air du étaient des ressortissants saoudiens.",date,pays,,29505
23335,23336,2001,Arabie saoudite,,,,,,,"Par ailleurs, les sénateurs américains ont approuvé à l'unanimité la proposition de loi autorisant les victimes du 11 septembre 2001 à poursuivre l'Arabie saoudite.",date,pays,,29782
23356,23357,Daesh,Al-Qaïda,,,,,,,"Aux termes d'un rapport de l'Institute for Economics and Peace  publié en 2014, les groupes Daesh, Al-Qaïda, Boko Haram et les Talibans, défendent tous « des idéologies religieuses basées sur des interprétations extrémistes du wahhabisme ».",organisation,societe,,29818
23355,23356,2014,Daesh,,,,,,,"Aux termes d'un rapport de l'Institute for Economics and Peace  publié en 2014, les groupes Daesh, Al-Qaïda, Boko Haram et les Talibans, défendent tous « des idéologies religieuses basées sur des interprétations extrémistes du wahhabisme ».",date,organisation,,29819
23371,23370,1975,Arabie saoudite,,,,,,,"Les estimations des dépenses de l'Arabie saoudite en faveur des causes religieuses à l'étranger représentent « plus de de dollars », entre 2 et de dollars par an depuis 1975  et « au moins de dollars » sur la période 1987-2007.",date,pays,,29851
23590,23592,Guy Marchand,Nestor Burma,Marchand/Guy/reprendra/Nestor,Burma/Nestor,name/nsubj/advcl/nmod,name/nmod,PROPN/PROPN/VERB/PROPN,PROPN/PROPN,"La même année, il joue dans ""Nestor Burma, détective de choc"", de Jean-Luc Miesch, fim dans lequel Michel Serrault interprète le rôle-titre, que Guy Marchand reprendra, près de dix ans plus tard et pour de nombreuses années, dans la série télévisée ""Nestor Burma"".",personne,societe,http://www.wikidata.org/prop/direct/P161,30159
23701,23703,Italie,Leonor Fini,Italie/part,Fini/André/part,nmod/conj,amod/nmod/conj,PROPN/VERB,ADJ/PROPN/VERB,"Il achète son premier Leica à Marseille en 1932, il décide de se consacrer à la photographie et part en Italie avec André Pieyre de Mandiargues et Leonor Fini.",pays,personne,,30295
23783,23785,1939,Parti communiste français,,,,,,,"En août 1939, à la suite du Pacte germano-soviétique, la presse communiste est interdite et le Parti communiste français est dissous.",date,partipolitique,,30399
23839,23840,Paris Match,Picture Post,Match/Paris/vendu/paraît/reportage,Post/Picture/reportage,name/nmod/conj/acl:relcl/dobj,name/appos/dobj,PROPN/PROPN/VERB/VERB/NOUN,PROPN/PROPN/NOUN,"Magnum vend à prix d'or le reportage à ""Life"", qui paraît les 10 et 17 janvier 1955, puis est vendu à ""Paris Match"", ""Stern"", ""Picture Post"" et ""Epoca"".",lieu,societe,,30475
23909,23908,Tibet,Chine,Tibet/concernant/écrit/professeur,Chine/Académie/professeur,dobj/acl/conj/ROOT,nmod/nmod/ROOT,PROPN/VERB/VERB/NOUN,PROPN/PROPN/NOUN,"En 1996, Cartier-Bresson est nommé professeur honoraire à l'Académie des Beaux-Arts de Chine, puis, concernant le Tibet, il écrit une lettre aux autorités chinoises pour dénoncer « les persécutions dont la Chine se rend coupable ».",lieu,pays,http://www.wikidata.org/prop/direct/P131,30541
23905,23907,1996,Académie des Beaux-Arts,,,,,,,"En 1996, Cartier-Bresson est nommé professeur honoraire à l'Académie des Beaux-Arts de Chine, puis, concernant le Tibet, il écrit une lettre aux autorités chinoises pour dénoncer « les persécutions dont la Chine se rend coupable ».",date,organisation,,30548
24104,24105,1927,SNPN,,,,,,,"Premier espace protégé à avoir été mis en place en Camargue, la Réserve zoologique et botanique de Camargue a été créée en 1927 par la SNPN.",date,organisation,,30748
24227,24230,Algrange,Moselle,Algrange/commune,Moselle/département/située/commune,nsubj/ROOT,nmod/nmod/acl/ROOT,PROPN/NOUN,PROPN/NOUN/VERB/NOUN,"Algrange est une commune française située dans le département de la Moselle, en région Grand Est.",commune,departement,http://www.wikidata.org/prop/direct/P150,30876
24235,24234,Thionville,Moselle,Thionville/ouest/dizaine/trouve,Moselle/rive/trouve,nmod/nmod/nmod/ROOT,nmod/nmod/ROOT,PROPN/NOUN/NOUN/VERB,PROPN/NOUN/VERB,"La commune d'Algrange se trouve sur la rive gauche de la Moselle, à une dizaine de kilomètres à l'ouest de Thionville.",commune,departement,http://www.wikidata.org/prop/direct/P131,30877
24233,24234,Algrange,Moselle,Algrange/commune/trouve,Moselle/rive/trouve,nmod/nsubj/ROOT,nmod/nmod/ROOT,PROPN/NOUN/VERB,PROPN/NOUN/VERB,"La commune d'Algrange se trouve sur la rive gauche de la Moselle, à une dizaine de kilomètres à l'ouest de Thionville.",commune,departement,http://www.wikidata.org/prop/direct/P150,30878
24259,24256,1918,Moselle,,,,,,,"Comme les autres communes de l'actuel département de la Moselle, Algrange est annexée à l'Empire allemand de 1871 à 1918.",date,departement,,30911
24274,24275,Algrange,Moselle,Algrange/une,Moselle/municipalités/une,nsubj/ROOT,nmod/nmod/ROOT,PROPN/PRON,PROPN/NOUN/PRON,"Algrange fut l'une des trois premières municipalités de Moselle, avec Hagondange et Amnéville, à être dirigée par un maire communiste, en 1923.",commune,departement,http://www.wikidata.org/prop/direct/P150,30927
24335,24336,Côtes-d'Armor,région Bretagne,Armor/Côtes-/département/commune,Bretagne/région/commune,nmod/nmod/nmod/ROOT,appos/nmod/ROOT,PROPN/PROPN/NOUN/NOUN,PROPN/NOUN/NOUN,"Plouaret est une commune du département des Côtes-d'Armor, dans la région Bretagne, en France.",departement,region,http://www.wikidata.org/prop/direct/P150,30986
24335,24337,Côtes-d'Armor,France,Armor/Côtes-/département/commune,France/région/commune,nmod/nmod/nmod/ROOT,nmod/nmod/ROOT,PROPN/PROPN/NOUN/NOUN,PROPN/NOUN/NOUN,"Plouaret est une commune du département des Côtes-d'Armor, dans la région Bretagne, en France.",departement,lieu,,30989
24333,24336,Plouaret,région Bretagne,Plouaret/commune,Bretagne/région/commune,nsubj/ROOT,appos/nmod/ROOT,ADJ/NOUN,PROPN/NOUN/NOUN,"Plouaret est une commune du département des Côtes-d'Armor, dans la région Bretagne, en France.",commune,region,,30993
24465,24467,Plouaret,François-Marie Luzel,Plouaret/lié,Luzel/François-Marie/folkloriste/nom/lié,nmod/ROOT,name/appos/nmod/nsubj/ROOT,PROPN/VERB,PROPN/PROPN/NOUN/NOUN/VERB,"À Plouaret est lié le nom du célèbre folkloriste François-Marie Luzel, dont un buste figure sur la place de l'église.",commune,personne,http://www.wikidata.org/prop/direct/P19,31173
24961,24962,Eudoxie,Théodose II,Eudoxie/ans,II/Théodose/futur/fils/laisse/ans,nmod/dobj,nummod/appos/amod/dobj/conj/dobj,PROPN/NOUN,NUM/PROPN/ADJ/NOUN/VERB/NOUN,"Arcadius meurt le, à 31 ans, quatre ans après Eudoxie, et laisse un fils, le futur Théodose II, et trois filles, dont la fameuse impératrice Pulchérie, qui tiendra les rênes du pouvoir de 414 jusqu'à son décès en 453.",lieu,personne,http://www.wikidata.org/prop/direct/P25,31665
25113,25112,Séoul,Corée du Sud,Séoul/ville,Sud/Corée/ville,nmod/ROOT,nmod/nmod/ROOT,PROPN/NOUN,PROPN/PROPN/NOUN,"Avec approximativement 3,7 millions d'habitants, Pusan est la deuxième ville de Corée du Sud, après Séoul .",lieu,pays,http://www.wikidata.org/prop/direct/P1376,31839
25111,25112,Pusan,Corée du Sud,Pusan/ville,Sud/Corée/ville,nsubj/ROOT,nmod/nmod/ROOT,PROPN/NOUN,PROPN/PROPN/NOUN,"Avec approximativement 3,7 millions d'habitants, Pusan est la deuxième ville de Corée du Sud, après Séoul .",lieu,pays,http://www.wikidata.org/prop/direct/P150,31840
25130,25129,Pusan,Corée du Sud,Pusan/statut/perpétuer/créée,Sud/Corée/genre/seules/créée,nmod/dobj/advcl/acl,nmod/nmod/nmod/nsubjpass/acl,PROPN/NOUN/VERB/VERB,PROPN/PROPN/NOUN/ADJ/VERB,"La zone franche de Pusan-Jinhae, une des deux seules du genre en Corée du Sud , a été créée pour perpétuer le statut de Pusan en tant que centre d'affaires international.",lieu,pays,http://www.wikidata.org/prop/direct/P131,31863
25157,25159,Asie,Air Busan,Asie/destinations,Busan/de/hub/destinations,nmod/dobj,name/appos/conj/dobj,PROPN/NOUN,PROPN/PROPN/X/NOUN,"L'aéroport international de Gimhae situé à l'ouest de la ville, dessert de nombreuses destinations en Asie et est le ""hub"" de Air Busan.",lieu,societe,,31896
25207,25209,Médine,Mahomet,Médine/responsable/bataille/Mahomet,Mahomet,nmod/conj/nmod/nmod,nmod,PROPN/NOUN/NOUN/PROPN,PROPN,"Il a participé aux mêmes guerres que Mahomet, excepté à la bataille de Tabûk car Mahomet l'avait nommé responsable de Médine en son absence: Ali ayant protesté après que des personnes eurent répandu la rumeur selon laquelle Mahomet ne voulait que se débarrasser de lui en le laissant à l'arrière, Mahomet lui a dit: « N'es-tu pas satisfait d'être envers moi ce que Aaron était pour Moïse, excepté qu'il n'y aura pas de prophète après moi ?",lieu,personne,http://www.wikidata.org/prop/direct/P20,31963
25207,25210,Médine,Mahomet,Médine/responsable/bataille/Mahomet,Mahomet,nmod/conj/nmod/nmod,nmod,PROPN/NOUN/NOUN/PROPN,PROPN,"Il a participé aux mêmes guerres que Mahomet, excepté à la bataille de Tabûk car Mahomet l'avait nommé responsable de Médine en son absence: Ali ayant protesté après que des personnes eurent répandu la rumeur selon laquelle Mahomet ne voulait que se débarrasser de lui en le laissant à l'arrière, Mahomet lui a dit: « N'es-tu pas satisfait d'être envers moi ce que Aaron était pour Moïse, excepté qu'il n'y aura pas de prophète après moi ?",lieu,personne,http://www.wikidata.org/prop/direct/P20,31969
