id1,id2,entity1,entity2,ent1type,ent2type,shortest_dependency_path_p,shortest_dependency_path_w,shortest_dependency_path_t,original_sentence,id_entities_pair,relation
13001,13000,1974,Citroën,date,societe,conj:car,attendre,VERB,"En dépit du succès initial, les ventes aux États-Unis ont cessé soudainement car si Citroën s'attendait à une exemption pour 1974 du règlement concernant la hauteur des pare-chocs, imposée par la National Highway Traffic Safety Administration, cette exemption n'a finalement pas été accordée: la suspension variable en hauteur de la SM rendait l'homologation impossible.",16225,
13466,13467,2013,Nestlé,date,societe,nmod/ROOT,novembre/vendre,NOUN/VERB,"En novembre 2013, Nestlé vend sa branche ""Jenny Craig"", spécialisée dans les produits pour maigrir, à un fonds d'investissement pour un montant indéterminé.",16792,
13483,13484,2015,Nestlé,date,societe,nmod/ROOT,octobre/discussion,NOUN/NOUN,"En octobre 2015, Nestlé est en discussion pour fusionner une grande partie de ses activités dans la glace, notamment celles en Europe et dans certains pays en développement , avec R&R Ice Cream, entreprise à qui il a déjà précédemment vendu plusieurs de ses actifs, dans le but de former une co-entreprise.",16814,
13497,13498,2016,Nestlé,date,societe,nmod/ROOT,octobre/annoncer,NOUN/VERB,"En octobre 2016, Nestlé annonce l'acquisition d'une participation de 15 % dans ""Aimmune Therapeutics"", entreprise médicale spécialiste des allergies alimentaires, pour 145 millions de dollars.",16837,
13514,13515,2018,Nestlé,date,societe,nmod/ROOT,janvier/annoncer,NOUN/VERB,"En janvier 2018, Nestlé annonce la vente de ses activités dans la confiserie chocolatée aux États-Unis, incluant les marques BabyRuth, Butterfinger et Crunch à Ferrero pour 2,8 milliards de dollars.",16863,
13527,13529,1960,Nestlé,date,societe,ROOT/nsubjpass,établir/siège,VERB/NOUN,"Le siège de Nestlé est établi depuis 1960 au nord de Vevey à l'avenue Nestlé 55 au lieu-dit ""En Bergère"" dans un bâtiment construit par Jean Tschumi inspiré par le Corbusier.",16890,
13549,13550,2016,Nestlé,date,societe,nummod/amod/ROOT/nsubj,2 juin/présent/inaugurer/musée,NUM/ADJ/VERB/NOUN,"Le musée interactif de Nestlé Le nest, établi dans la zone industrielle historique de Vevey à proximité de la gare, a été inauguré le 2 juin 2016 Nestlé est présent en Suisse à Vevey , Bursins , Orbe , Broc , Konolfingen , Wangen , Bâle , Hirzel  et Rorschach .",16923,
13548,13550,2 juin,Nestlé,date,societe,amod/ROOT/nsubj,présent/inaugurer/musée,ADJ/VERB/NOUN,"Le musée interactif de Nestlé Le nest, établi dans la zone industrielle historique de Vevey à proximité de la gare, a été inauguré le 2 juin 2016 Nestlé est présent en Suisse à Vevey , Bursins , Orbe , Broc , Konolfingen , Wangen , Bâle , Hirzel  et Rorschach .",16937,
13549,13546,2016,Nestlé,date,societe,nummod/amod/ROOT/nsubj,2 juin/présent/inaugurer/musée,NUM/ADJ/VERB/NOUN,"Le musée interactif de Nestlé Le nest, établi dans la zone industrielle historique de Vevey à proximité de la gare, a été inauguré le 2 juin 2016 Nestlé est présent en Suisse à Vevey , Bursins , Orbe , Broc , Konolfingen , Wangen , Bâle , Hirzel  et Rorschach .",16951,
13582,13583,2010,Nestlé,date,societe,ROOT/nsubj,Chase Nominees Limited/actionnaire,PROPN/NOUN,"En 2010, les principaux actionnaires de Nestlé sont Chase Nominees Limited , Citibank , autocontrôle , BlackRock , Nortrust Nominees .",16991,
13582,13585,2010,Citibank,date,societe,ROOT,Chase Nominees Limited,PROPN,"En 2010, les principaux actionnaires de Nestlé sont Chase Nominees Limited , Citibank , autocontrôle , BlackRock , Nortrust Nominees .",17000,
13627,13628,1984,Nestlé,date,societe,ROOT,signer,VERB,"Ce code est signé en 1984 par Nestlé, qui a cependant été à plusieurs reprises accusée par des ONG ou des journalistes de violer ce code.",17060,
13630,13633,2010,Nestlé,date,societe,ROOT/acl/dobj/acl/nmod,rapport/dénoncer/méthode/utiliser/multinationale,NOUN/VERB/NOUN/VERB/NOUN,"En 2010, un rapport de l'IBFAN dénonce les méthodes utilisées en Indonésie par les multinationales Nestlé, Danone et Friesland pour promouvoir le lait en poudre auprès du personnel hospitalier aux dépens de la santé des femmes et des nouveau-nés.",17076,
13710,13709,2003,Nestlé,date,societe,nmod/nmod/ROOT/nsubj,été/section/mandater/entreprise,NOUN/NOUN/VERB/NOUN,"L'entreprise Nestlé a mandaté la société de surveillance Securitas pour espionner, à partir de l'été 2003, la section vaudoise de Attac Suisse qui prépare le livre ""Attac contre l'empire Nestlé"".",17167,
13753,13754,2007,Nestlé,date,societe,ROOT/dobj,porter/plainte,VERB/NOUN,"En 2007, trois familles camerounaises portent plainte contre Nestlé pour avoir provoqué la mort de leurs enfants avec des substituts végétaux vendus comme du lait infantile.",17228,
14040,14038,1932,Ernest Hemingway,date,societe,parataxis/ROOT/dobj,demander/évoluer/lorsqu,VERB/VERB/X,"La formulation évolue lorsqu'Ernest Hemingway , qui souffrait d'une forme de diabète, aurait demandé en 1932 au chef barman du Floridita, Constantino Ribalaigua, de lui préparer un daiquiri avec 2 doses de rhum  mais sans sucre.",17627,
15167,15169,1967,Diana Ross & the Supremes,date,societe,nummod,28 juin,NUM,"Le groupe devient le 28 juin 1967 à Las Vegas ""Diana Ross & the Supremes"" en même temps qu'est lancée une compilation  de 20 titres dont ""The Happening"".",18982,
16133,16134,1984,Radio City Music Hall,date,societe,nmod/acl/advcl,septembre/attendre/réapparaître,NOUN/VERB/VERB,"Elle attendra septembre 1984 pour réapparaître en concert, au ""Radio City Music Hall"" de New York.",20184,
17482,17483,1986,Fox Broadcasting Company,date,societe,acl/nsubj,faire/chose,VERB/NOUN,"C'est chose faite en 1985  et, en 1986, naît la Fox Broadcasting Company.",21844,
395,396,Var,Seine,departement,lieu,nsubj/ROOT/nmod,crue/supérieur/celui,NOUN/ADJ/PRON,Ainsi les crues du Var sont nettement supérieures à celles de la Seine à l'entrée de Paris .,536,
6125,6124,Savoie,massif des Bauges,departement,lieu,det/case,le/dans,DET/ADP,"L'aire d'appellation couvre, partiellement ou totalement, des communes du massif des Bauges dans les départements de la Savoie et de la Haute-Savoie.",7003,
6126,6124,Haute-Savoie,massif des Bauges,departement,lieu,det/case,le/dans,DET/ADP,"L'aire d'appellation couvre, partiellement ou totalement, des communes du massif des Bauges dans les départements de la Savoie et de la Haute-Savoie.",7004,
9701,9702,Moselle,Sarre,departement,lieu,nsubj,responsable,NOUN,"En avril 2009, les responsables politiques de la Moselle, de la Sarre et de Rhénanie-Palatinat ont signé une déclaration visant à promouvoir l'axe nord, et demandant une amélioration des vitesses et des fréquences entre Baudrecourt et Mannheim.",12193,
9701,9703,Moselle,Rhénanie-Palatinat,departement,lieu,nsubj,responsable,NOUN,"En avril 2009, les responsables politiques de la Moselle, de la Sarre et de Rhénanie-Palatinat ont signé une déclaration visant à promouvoir l'axe nord, et demandant une amélioration des vitesses et des fréquences entre Baudrecourt et Mannheim.",12197,
13571,13572,Hauts-de-Seine,France,departement,lieu,nmod,département,NOUN,"Toutes les directions des activités de Nestlé sont basées au siège mondial à Vevey, sauf celle des « Eaux », dénommée Nestlé Waters, dont le siège se trouve à Issy-les-Moulineaux dans le département des Hauts-de-Seine, en France.",16956,
18221,18223,Finistère,Portsmouth,departement,lieu,appos/nsubj/appos,cap/ferry/Brittany Ferries relie Santurtzi,PROPN/NOUN/PROPN,"Le ferry ""Cap Finistère"" de la compagnie Brittany Ferries relie Santurtzi  à Portsmouth , faisant escale également à Roscoff en Bretagne.",22781,
24335,24337,Côtes-d'Armor,France,departement,lieu,nmod/ROOT/nmod,département/commune/région Bretagne,NOUN/NOUN/NOUN,"Plouaret est une commune du département des Côtes-d'Armor, dans la région Bretagne, en France.",30989,
27852,27851,Manche,Angleterre,departement,lieu,nmod/dobj,tomber/câble,VERB/NOUN,"Plusieurs planeurs n'arriveront pas sur leur objectif car eux rompent leur câble au-dessus de l'Angleterre et tombent dans la Manche, les survivants étant recueillis par des vedettes de l' et des hydravions.",35244,
35030,35032,Saint-Pierre-et-Miquelon,Mississippi,departement,lieu,conj:et/ROOT/conj:et/nmod/punct,"île/accorder/territoire/est/""",NOUN/VERB/NOUN/NOUN/PUNCT,"En Amérique du Nord, la Grande-Bretagne se voit accorder le Canada et toutes les îles au large, sauf Saint-Pierre-et-Miquelon qui reste aux Français, ainsi que tous les territoires à l'est du Mississippi.",43836,
40538,40540,Essonne,Saint-Quentin-en-Yvelines,departement,lieu,nmod/nmod/punct,"département/Palaiseau/,",NOUN/PROPN/PUNCT,"Le village est situé au sud de Versailles sur le plateau qui commence, vers l'est, à Palaiseau, dans le département de l'Essonne, et se prolonge vers l'ouest par la ville nouvelle de Saint-Quentin-en-Yvelines, Guyancourt, Montigny-le-Bretonneux, Trappes, Élancourt.",50943,
51492,51489,Seine-Saint-Denis,aéroport du Bourget,departement,lieu,amod/case/nmod/det/case/acl/punct/case/nmod/punct,"autre/comme/tout/le/dans/lancer/""/d/commune/,",ADJ/ADP/PRON/DET/ADP/VERB/PUNCT/ADP/NOUN/PUNCT,"Drancy et Le Bourget, dans le cadre de la communauté d'agglomération de l'aéroport du Bourget, font partie des 46 communes d'Île-de-France à se lancer dans le projet Autolib' tout comme cinq autres villes de la Seine-Saint-Denis.",64479,
51770,51767,Seine-Saint-Denis,Seine-et-Oise,departement,lieu,case/nmod/det/nsubj/ccomp/case/cc/nmod,de/arrondissement de Bobigny/le/commune/appartenir/de/et/département,ADP/NOUN/DET/NOUN/VERB/ADP/CONJ/NOUN,Le redécoupage des anciens départements de la Seine et de Seine-et-Oise fait que la commune appartient désormais à l'arrondissement de Bobigny du département de la Seine-Saint-Denis après un transfert administratif effectif le.,64852,
52793,52795,Moselle,Novéant,departement,lieu,ROOT,franchir,VERB,Frédéric-Charles franchit la Moselle le 15 août à Novéant.,66084,
57172,57171,Oise,Seine,departement,lieu,nmod/ROOT/dobj,confluent/suivre/cour,NOUN/VERB/NOUN,"Le territoire des Véliocasses suivait le cours inférieur de la Seine, au nord depuis le confluent avec l'Oise et s'étendait sur le plateau du Vexin actuel toujours sur la rive droite en deçà de Rouen jusqu'à une limite indéterminée à l'ouest de cette ville et qui faisait frontière avec les Calètes.",71730,
57327,57328,Ardèche,Cévennes,departement,lieu,ROOT/conj,apercevoir/présent,VERB/ADJ,"Par exemple, on peut en apercevoir en zone de failles calcaires à l'""aven-grotte de la Forestière"" en Ardèche, trés présent dans les Cévennes, et dans les ""Monts de Saint-Guilhem"".",71953,
59765,59762,Loire,Aulne,departement,lieu,advcl,jeter,VERB,"Elle recueille l'Aulne à Corbon, à la limite de la commune de Sully-sur-Loire avant de se jeter dans la Loire à Port-à-Chambert.",75114,
64054,64055,Vienne,Prague,departement,lieu,parataxis,envoyer,VERB,"Wieck interdit aux amoureux de se voir, éloigne Clara à Dresde, l'emmène ou l'envoie en tournée dans toute l'Allemagne, à Vienne, à Prague.",80636,
64054,64052,Vienne,Dresde,departement,lieu,parataxis/conj,envoyer/éloigner,VERB/VERB,"Wieck interdit aux amoureux de se voir, éloigne Clara à Dresde, l'emmène ou l'envoie en tournée dans toute l'Allemagne, à Vienne, à Prague.",80641,
67765,67766,Martinique,Etats-Unis,departement,lieu,ROOT/conj:et,abandonner/rendre,VERB/VERB,"En juillet 1803, il abandonne son navire à la Martinique et se rend aux Etats-Unis, à Baltimore, où il arrive le 20 juillet.",85437,
67765,67767,Martinique,Baltimore,departement,lieu,ROOT/conj:et,abandonner/rendre,VERB/VERB,"En juillet 1803, il abandonne son navire à la Martinique et se rend aux Etats-Unis, à Baltimore, où il arrive le 20 juillet.",85440,
69014,69013,Val-de-Marne,Seine-et-Oise,departement,lieu,det/nsubj/ccomp/case/cc/nmod,le/commune/appartenir/de/et/département,DET/NOUN/VERB/ADP/CONJ/NOUN,"Le redécoupage des anciens départements de la Seine et de Seine-et-Oise fait que la commune appartient désormais au Val-de-Marne à la suite d'un transfert administratif effectif le, et fait partie de l'arrondissement de Créteil.",87019,
69017,69018,Val-de-Marne,Maisons-Alfort-Nord,departement,lieu,nmod/nmod/ROOT/nmod,département/création/diviser/canton,NOUN/NOUN/VERB/NOUN,"Depuis la création du département du Val-de-Marne, la commune était divisée entre les cantons de Maisons-Alfort-Nord et de Maisons-Alfort-Sud.",87025,
70528,70525,Vienne,Mariazell,departement,lieu,conj:et/acl,faire/écraser,VERB/VERB,"Davout franchit le Rhin le 23 septembre à Mannheim, écrase le 8 novembre à Mariazell le corps d'armée du général Merveldt, rescapé de l'encerclement des forces autrichiennes à Ulm, et fait son entrée à Vienne.",89043,
70532,70530,Vienne,Moravie,departement,lieu,acl:relcl/nmod/advcl/acl:relcl,tenir/bataille/attirer/avancer,VERB/NOUN/VERB/VERB,"Alors que Napoléon s'est avancé en Moravie afin d'attirer les forces austro-russes dans une bataille qu'il espère décisive, Davout tient garnison à Vienne afin de protéger le flanc est du dispositif français et prévenir toute surprise venant de Hongrie.",89056,
71273,71271,Seine-Saint-Denis,Seine,departement,lieu,det/nsubj/ccomp/case/cc/nmod,le/commune/appartenir/de/et/département,DET/NOUN/VERB/ADP/CONJ/NOUN,Le redécoupage des anciens départements de la Seine et de Seine-et-Oise fait que la commune appartient désormais à la Seine-Saint-Denis après un transfert administratif effectif le.,89967,
75508,75507,Oise,Damas,departement,lieu,ROOT/nmod/nmod/nummod,affirmer/jour/attaque/21 août,VERB/NOUN/NOUN/NUM,"Début septembre, plusieurs jours après l'attaque chimique du 21 août 2013 à Damas, il avait affirmé dans l'hebdomadaire ""Oise hebdo"": Au lendemain d'un naufrage de bateau de migrants en mer Méditerranée, provoquant la mort d'au moins 33 personnes, Philippe Marini s'est inquiété samedi 12 octobre 2013 de l'afflux de réfugiés africains en Europe.",94875,
81933,81934,Manche,Mer du Nord,departement,lieu,acl:relcl,proche,ADJ,"Le Territoire de Belfort est l'extrémité septentrionale du bassin versant du Rhône, toutes ses eaux s'écoulant vers la mer Méditerranée, et l'endroit où ce bassin est le plus proche de la Manche et de la Mer du Nord.",102745,
86656,86658,Vienne,Haute-Autriche,departement,lieu,acl,installer,VERB,"Elle est active sur l'étendue du territoire à travers ses groupes régionaux principalement installés à Vienne, à Styrie et en Haute-Autriche.",108246,
247,245,Alpes-de-Haute-Provence,France,departement,lieu,nmod/advcl/ROOT/nsubj/nmod,département/couler/jeter/fleuve côtier/sud-est,NOUN/VERB/VERB/NOUN/NOUN,"Le est un fleuve côtier du Sud-Est de la France se jetant dans la mer Méditerranée après avoir coulé dans les deux départements des Alpes-de-Haute-Provence et Alpes-Maritimes, dans la région Provence-Alpes-Côte d'Azur.",278,http://www.wikidata.org/prop/direct/P17
248,245,Alpes-Maritimes,France,departement,lieu,nmod/advcl/ROOT/nsubj/nmod,département/couler/jeter/fleuve côtier/sud-est,NOUN/VERB/VERB/NOUN/NOUN,"Le est un fleuve côtier du Sud-Est de la France se jetant dans la mer Méditerranée après avoir coulé dans les deux départements des Alpes-de-Haute-Provence et Alpes-Maritimes, dans la région Provence-Alpes-Côte d'Azur.",282,http://www.wikidata.org/prop/direct/P17
9939,9938,Moselle,France,departement,lieu,nsubj/ccomp/nsubj,assemblée/demander/ligne,NOUN/VERB/NOUN,"Le conseil général indique que « le TGV-Est  en outre la seule ligne en France à avoir été financée par les collectivités locales à hauteur de 23 %, l'assemblée départementale de la Moselle demande instamment à la SNCF de revoir sa politique tarifaire ».",12534,http://www.wikidata.org/prop/direct/P17
35030,35027,Saint-Pierre-et-Miquelon,Amérique du Nord,departement,lieu,conj:et/ROOT,île/accorder,NOUN/VERB,"En Amérique du Nord, la Grande-Bretagne se voit accorder le Canada et toutes les îles au large, sauf Saint-Pierre-et-Miquelon qui reste aux Français, ainsi que tous les territoires à l'est du Mississippi.",43842,http://www.wikidata.org/prop/direct/P30
57322,57320,Var,Midi de la France,departement,organisation,nmod/amod/nmod/advmod,région/prospère/il/très,NOUN/ADJ/PRON/ADV,"Dans le Midi de la France, il prospère particulièrement dans certaines régions des Pyrénées-Orientales, le Var  et en Corse où il peuple abondamment le maquis; dans le Sud-Ouest, il est très répandu le long de la côte landaise sur les sols sablonneux compris entre Bordeaux et l'océan, et remonte au nord jusqu'au littoral de la Loire-Atlantique.",71946,
82949,82947,Vaucluse,SNPE,departement,organisation,acl:relcl/ROOT/appos/appos,disposer/entreprise/Eurenco/filiale,VERB/NOUN/PROPN/NOUN,"Les principaux fabricants européens sont l'entreprise française Eurenco, filiale de la SNPE, qui dispose d'une usine à Sorgues, dans le Vaucluse, et le norvégien Chemring Nobel; l'usine d'explosifs de BAE Systems en Grande-Bretagne a fermé en 2007.",104081,
12632,12629,Pont du Gard,patrimoine mondial de l'UNESCO,departement,organisation,acl:relcl/appos/dobj/acl,aller/le/site/inscrire,VERB/PRON/NOUN/VERB,"C'est un Chemin de grande randonnée  qui relie quatre sites inscrits au patrimoine mondial de l'UNESCO: le qui va vers Compostelle, les Causses et Cévennes, le Pont du Gard et le Palais des papes à Avignon.",15840,http://www.wikidata.org/prop/direct/P1435
66515,66512,Corrèze,Parti socialiste,departement,partipolitique,appos/nmod/nmod/nmod/dobj/ROOT,député/Jacques Chirac/influence/dépit/position/occuper,NOUN/PROPN/NOUN/NOUN/NOUN/VERB,"Le Parti socialiste y occupe une position hégémonique, en dépit de bons scores de la droite républicaine sous l'influence de Jacques Chirac, député de Corrèze puis président de la République, et de la gauche radicale , notamment sur le plateau de Millevaches et communisme urbain dans les anciens pôles industriels ouvriers que sont Limoges, Tulle ou Saint-Junien.",83826,
35036,35038,Guadeloupe,Sainte-Lucie,departement,pays,dobj,Martinique,PROPN,"Dans les Caraïbes, la France ne peut récupérer que la Martinique, la Guadeloupe, Marie-Galante et Sainte-Lucie.",43848,
62469,62470,Indre,Allemagne,departement,pays,nmod/nmod/ROOT/conj:et/ccomp/aux,nord/maquis/avoir/convaincre/rentrer/pouvoir,NOUN/NOUN/VERB/VERB/VERB/AUX,"Le général Elster, après des combats contre la résistance intérieure française, avait eu des contacts avec le maquis du nord de l'Indre et annoncé son intention de se rendre car il était convaincu qu'il ne pouvait rentrer en Allemagne.",78539,
80423,80426,Meurthe-et-Moselle,Royaume-Uni,departement,pays,appos,kilomètre,NOUN,"Elle est en outre située à cent-trente-quatre kilomètres au sud-est de son homonyme seinomarine de Bures-en-Bray, cent-trente kilomètres de Bures dans l'Orne, deux-cent-trente kilomètres à l'est de la calvadosienne Bures-les-Monts, trois-cent-vingt-quatre kilomètres à l'ouest de Bures en Meurthe-et-Moselle et trois-cent-soixante-cinq kilomètres au sud-est de Bures dans le Suffolk au Royaume-Uni.",100816,
20685,20682,bassin versant de la Meuse,Belgique,departement,pays,dobj/acl/nmod/acl/ROOT,partie/faire/rive/affluent/rivière,NOUN/VERB/NOUN/VERB/NOUN,"Le Glain, est une petite rivière de Belgique, affluent en rive gauche de l'Amblève faisant partie du bassin versant de la Meuse.",26102,http://www.wikidata.org/prop/direct/P17
35030,35029,Saint-Pierre-et-Miquelon,Canada,departement,pays,conj:et/ROOT,île/accorder,NOUN/VERB,"En Amérique du Nord, la Grande-Bretagne se voit accorder le Canada et toutes les îles au large, sauf Saint-Pierre-et-Miquelon qui reste aux Français, ainsi que tous les territoires à l'est du Mississippi.",43833,http://www.wikidata.org/prop/direct/P501
9316,9314,Seine-et-Marne,Dominique de Villepin,departement,personne,ROOT/amod,souder/Premier ministre,VERB/ADJ,"Le 20 septembre 2006, le Premier ministre Dominique de Villepin a soudé officiellement le dernier rail du projet à Chauconin-Neufmontiers en Seine-et-Marne.",11687,
22297,22298,Savoie,Michael Schumacher,departement,personne,nmod/ROOT,Méribel/victime,PROPN/ADJ,"Le dimanche vers 11 heures, à Méribel, en Savoie, Michael Schumacher est victime d'un grave accident de ski.",28285,
62692,62690,Loire,James Joyce,departement,personne,nmod/nmod/conj:et/ROOT/nmod/acl,pont de Beaugency/construction/aider/chat/légende/relater,NOUN/NOUN/VERB/PROPN/NOUN/VERB,"Dans une légende relatée par James Joyce pour son petit-fils, ""Le Chat et le Diable"", le diable aurait aidé à la construction du pont de Beaugency sur la Loire.",78863,
62713,62711,Loire,Ian Fleming,departement,personne,nmod/nmod/xcomp/ROOT/nmod,rive/village/prendre/penser/roman,NOUN/NOUN/VERB/VERB/NOUN,"Dans le roman intitulé ""Moonraker""  de Ian Fleming, James Bond, à l'issue de l'aventure, pense prendre du bon temps dans un village sur les rives de la Loire: « ""places like Beaugency, for instance"" ».",78891,
67263,67261,Ardèche,Clément Faugier,departement,personne,nmod/ROOT/nsubj,notoriété/contribuer/entreprise,NOUN/VERB/NOUN,"Fondée en 1882, l'entreprise Clément Faugier à l'origine de la crème de marrons contribue à la notoriété de l'Ardèche et de Privas.",84800,
67290,67288,Ardèche,Clément Faugier,departement,personne,advcl/ROOT/nmod,utiliser/installer/entrepreneur,VERB/VERB/NOUN,"En France, la première fabrique de marrons glacés a été installée à Privas par l'entrepreneur Clément Faugier, en 1882, afin d'utiliser une matière première importante en Ardèche, présenté comme un département grand producteur de châtaignes.",84838,
72851,72848,Val-d'Oise,Ségolène Royal,departement,personne,dobj/ROOT/nsubj,score/recevoir/candidature,NOUN/VERB/NOUN,C'est ainsi que la candidature de Ségolène Royal à l'élection présidentielle de 2007 y reçoit le meilleur score du Val-d'Oise aux deux tours .,91858,
81999,81998,massif des Vosges,Stéphanien,departement,personne,cc/advmod/acl:relcl/ROOT,et/entre/dater/étage,CONJ/ADP/VERB/NOUN,"Ce vaste étage Stéphanien, qui est daté entre et millions d'années, s'appuie sur le versant méridional du massif des Vosges et se prolonge vers le vaste fossé rhénan.",102826,
6128,6130,Haute-Savoie,Chapelle-Sainte-Maurice,departement,personne,nmod/appos,département/Allèves,NOUN/PROPN,"Liste des communes du département de Haute-Savoie: Allèves, Chapelle-Sainte-Maurice , Chevaline, Cons-Sainte-Colombe, Cusy, Doussard, Duingt, Entrevernes, Faverges, Giez, Gruffy, Lathuile, Leschaux, Marlens, Quintal, Saint-Eustache, Saint-Jorioz, Seythenex, Viuz-la-Chiésaz.",7042,http://www.wikidata.org/prop/direct/P131
35036,35037,Guadeloupe,Marie-Galante,departement,personne,dobj,Martinique,PROPN,"Dans les Caraïbes, la France ne peut récupérer que la Martinique, la Guadeloupe, Marie-Galante et Sainte-Lucie.",43844,http://www.wikidata.org/prop/direct/P131
9451,9450,Meuse,Lorraine,departement,region,nmod/nsubj/conj/dobj/nmod,vallée/secteur/zone de protection spéciale/entrée/parc,NOUN/NOUN/NOUN/NOUN/NOUN,"Il marque l'entrée de la ligne dans le parc naturel régional de Lorraine avec d'importantes contraintes environnementales, ce secteur de la vallée de la Meuse étant classé zone de protection spéciale  et inscrit au réseau Natura 2000.",11878,
36952,36954,Meurthe-et-Moselle,Lorraine,departement,region,dobj/nmod/nmod/nmod,département/annexion/Empire allemand/partie,NOUN/NOUN/NOUN/NOUN,Elle a donné son nom au département de la Meurthe de 1790 à 1871 dont la part principale est devenue le département de Meurthe-et-Moselle après l'annexion par l'Empire allemand d'une partie de la Lorraine.,46158,
48083,48085,Hérault,Occitanie,departement,region,nmod/nmod,département/région,NOUN/NOUN,"Mauguio  est une commune française située dans le département de l'Hérault, en région Occitanie.",60495,
53211,53213,Haute-Vienne,Nouvelle-Aquitaine,departement,region,nmod/nmod,département/région,NOUN/NOUN,"Couzeix  est une commune française située dans le département de la Haute-Vienne, en région Nouvelle-Aquitaine.",66539,
54840,54842,Haute-Garonne,Occitanie,departement,region,nmod/nmod,département/région,NOUN/NOUN,"Cugnaux  est une commune française située dans le département de la Haute-Garonne, en région Occitanie.",68499,
57322,57323,Var,Corse,departement,region,nmod,région,NOUN,"Dans le Midi de la France, il prospère particulièrement dans certaines régions des Pyrénées-Orientales, le Var  et en Corse où il peuple abondamment le maquis; dans le Sud-Ouest, il est très répandu le long de la côte landaise sur les sols sablonneux compris entre Bordeaux et l'océan, et remonte au nord jusqu'au littoral de la Loire-Atlantique.",71939,
58443,58445,Hauts-de-Seine,Île-de-France,departement,region,nmod/nmod,département/région,NOUN/NOUN,"La gare de la Défense - ""Grande Arche"" est une gare ferroviaire française située dans le quartier de la Défense, sur la commune de Puteaux dans le département des Hauts-de-Seine en région Île-de-France.",73441,
65785,65787,Territoire de Belfort,Bourgogne-Franche-Comté,departement,region,nmod/nmod,département/région,NOUN/NOUN,"Delle est une commune française située dans le département du Territoire de Belfort en région Bourgogne-Franche-Comté, chef-lieu de canton.",82784,
66501,66499,Corrèze,Nouvelle-Aquitaine,departement,region,nmod/acl/conj:et/ROOT/conj:et/nmod,département/composer/un/2016/intégration/région,NOUN/VERB/PRON/NUM/NOUN/NOUN,"Le Limousin est avant 2016 et son intégration à la région Nouvelle-Aquitaine, l'une des 22 régions métropolitaines en France, composée de trois départements que sont la Corrèze, la Creuse et la Haute-Vienne.",83784,
66552,66553,Creuse,Limousin,departement,region,conj/dobj/conj/punct,"défaite/disparition/chiraquie/,",NOUN/NOUN/PROPN/PUNCT,"La réduction du nombre de députés à 6 et la victoire de la gauche à l'élection présidentielle en 2012 occasionnant la disparition de la circonscription de Haute-Corrèze, dite « Chiraquie », et la défaite de Jean Auclair en Creuse, permet au Limousin d'être seulement représenté par des élus socialistes.",83859,
68767,68768,Val-de-Marne,Île-de-France,departement,region,ROOT,commune française,NOUN,"Maisons-Alfort est une commune française du Val-de-Marne, en Île-de-France.",86708,
71051,71053,Seine-Saint-Denis,Île-de-France,departement,region,nmod/nmod,département/région,NOUN/NOUN,"est une commune française, située dans le département de la Seine-Saint-Denis en région Île-de-France.",89663,
72540,72543,Val-d'Oise,Île-de-France,departement,region,nmod/nmod/ROOT/nmod/nmod,département/sud-est/commune française/agglomération parisienne/région,NOUN/NOUN/NOUN/NOUN/NOUN,"Garges-lès-Gonesse est une commune française de la banlieue nord de Paris, située dans l'arrondissement de Sarcelles, au sud-est du département du Val-d'Oise, dans l'agglomération parisienne en région Île-de-France.",91515,
78224,78226,Drôme,Provence-Alpes-Côte d'Azur,departement,region,conj/ROOT/nmod,enclaver/division administrative/région,VERB/NOUN/NOUN,"Le canton de Valréas est une division administrative française du département de Vaucluse enclavé dans la Drôme, en région Provence-Alpes-Côte d'Azur.",98230,
80090,80092,Haute-Savoie,Auvergne-Rhône-Alpes,departement,region,nmod/acl/nmod,département/situer/région,NOUN/VERB/NOUN,"L'arrondissement de Bonneville est une division administrative française, située dans le département de la Haute-Savoie et la région Auvergne-Rhône-Alpes.",100379,
80116,80118,Haute-Loire,Auvergne-Rhône-Alpes,departement,region,nmod/nmod,département/région,NOUN/NOUN,"Brioude est une commune française située dans le département de la Haute-Loire , en région Auvergne-Rhône-Alpes.",100413,
83097,83094,Loire,Auvergne-Rhône-Alpes,departement,region,conj/dobj,département/région,NOUN/NOUN,"Le parc est un syndicat mixte, auquel participent la région Auvergne-Rhône-Alpes, les départements du Puy-de-Dôme, de la Haute-Loire, de la Loire, 24 EPCI  et 164 communes constituant l'aire labellisée parc naturel régional plus 4 communes associées.",104260,
83336,83338,Puy-de-Dôme,Auvergne-Rhône-Alpes,departement,region,nmod,département,NOUN,"Arlanc  est une commune française, située dans le département du Puy-de-Dôme en région d'Auvergne-Rhône-Alpes.",104550,
85501,85503,Vaucluse,Provence-Alpes-Côte d'Azur,departement,region,nmod/nmod,département/région,NOUN/NOUN,"Sivergues est une commune française, située dans le département de Vaucluse en région Provence-Alpes-Côte d'Azur.",107116,
87856,87858,Yvelines,Île-de-France,departement,region,nmod/nmod,département/région,NOUN/NOUN,Marly-le-Roi est une commune française située dans le département des Yvelines en région Île-de-France.,109664,
12,14,Doubs,Bourgogne-Franche-Comté,departement,region,nmod/nmod,département/région,NOUN/NOUN,"Allenjoie est une commune française située dans le département du Doubs, en région Bourgogne-Franche-Comté.",13,http://www.wikidata.org/prop/direct/P150
